Date,vader_score,CP,return,sentiment_lag_1,sentiment_lag_2,sentiment_lag_3,sentiment_lag_4,sentiment_lag_5,volatility_20d,direction
2010-03-24,0.2023,1167.72,0.0016383458711111132,0.3612,0.2263,-0.6249,-0.4767,-0.5267,0.017784259090813884,1
2010-04-01,0.0,1178.1,0.008889117254136103,0.2023,0.3612,0.2263,-0.6249,-0.4767,0.017702996545926723,1
2010-04-05,0.2553,1187.44,0.007928019692725607,0.0,0.2023,0.3612,0.2263,-0.6249,0.013472651566900114,1
2010-04-12,0.0,1196.48,0.007613016236609926,0.2553,0.0,0.2023,0.3612,0.2263,0.013162416412246615,1
2010-04-14,-0.023725,1210.65,0.011843073014174976,0.0,0.2553,0.0,0.2023,0.3612,0.009139244479175114,1
2010-04-15,0.0,1211.67,0.0008425226118200513,-0.023725,0.0,0.2553,0.0,0.2023,0.009193950139440734,1
2010-04-19,0.0,1197.52,-0.01167809717167223,0.0,-0.023725,0.0,0.2553,0.0,0.009458528042137059,0
2010-04-22,0.4428,1208.67,0.00931090921237221,0.0,0.0,-0.023725,0.0,0.2553,0.009102276342457956,1
2010-04-23,0.6369,1217.28,0.007123532477847361,0.4428,0.0,0.0,-0.023725,0.0,0.007310918511581118,1
2010-04-28,-0.4455,1191.36,-0.021293375394321856,0.6369,0.4428,0.0,0.0,-0.023725,0.008711938412410164,0
2010-04-30,0.0,1186.69,-0.003919889873757576,-0.4455,0.6369,0.4428,0.0,0.0,0.008820746895229022,0
2010-05-04,0.0,1173.6,-0.011030681980972457,0.0,-0.4455,0.6369,0.4428,0.0,0.009257390088370418,0
2010-05-05,-0.4767,1165.87,-0.0065865712338105675,0.0,0.0,-0.4455,0.6369,0.4428,0.009481711411772667,0
2010-05-06,0.0,1128.15,-0.032353521404616115,-0.4767,0.0,0.0,-0.4455,0.6369,0.01149314383798002,0
2010-05-07,0.1531,1110.88,-0.015308248016664416,0.0,-0.4767,0.0,0.0,-0.4455,0.011965857036485531,0
2010-05-11,0.0,1155.79,0.04042740890105123,0.1531,0.0,-0.4767,0.0,0.0,0.015159950361993519,1
